Channel with too many inputs/outputs :
 In workflow :3; Channel :65 too many inputs/outputs :{'workflow': 3, 'process': [64], 'operation': [5, 13]}
 In workflow :93; Channel :4418 too many inputs/outputs :{'workflow': 93, 'process': [], 'operation': [622, 623, 624]}
 In workflow :95; Channel :4439 too many inputs/outputs :{'workflow': 95, 'process': [4437, 4442, 4447, 4449], 'operation': []}
 In workflow :95; Channel :4444 too many inputs/outputs :{'workflow': 95, 'process': ['input', 'input']}
 In workflow :95; Channel :4438 too many inputs/outputs :{'workflow': 95, 'process': [4437], 'operation': [631, 633]}
 In workflow :95; Channel :4457 too many inputs/outputs :{'workflow': 95, 'operation': ['input', 'input']}
 In workflow :95; Channel :4452 too many inputs/outputs :{'workflow': 95, 'process': [], 'operation': [631, 634, 635, 636]}
 In workflow :95; Channel :4453 too many inputs/outputs :{'workflow': 95, 'process': [], 'operation': [631, 636, 637]}
 In workflow :95; Channel :4456 too many inputs/outputs :{'workflow': 95, 'process': [], 'operation': [632, 635, 638]}
 In workflow :95; Channel :4458 too many inputs/outputs :{'workflow': 95, 'process': [], 'operation': [635, 636, 638]}
 In workflow :95; Channel :4443 too many inputs/outputs :{'workflow': 95, 'process': [4442], 'operation': [631, 635, 638]}
 In workflow :95; Channel :4450 too many inputs/outputs :{'workflow': 95, 'process': [4449], 'operation': [631, 637, 640]}
 In workflow :96; Channel :4471 too many inputs/outputs :{'workflow': 96, 'process': [4470, 4502, 4510, 4518], 'operation': []}
 In workflow :96; Channel :4467 too many inputs/outputs :{'workflow': 96, 'process': [4466, 4470, 4502, 4510, 4518], 'operation': [642]}
 In workflow :102; Channel :4767 too many inputs/outputs :{'workflow': 102, 'process': [4765], 'operation': [658, 659]}
 In workflow :102; Channel :4773 too many inputs/outputs :{'workflow': 102, 'operation': ['input', 'input']}
 In workflow :102; Channel :4763 too many inputs/outputs :{'workflow': 102, 'process': [4762], 'operation': [660, 661, 662]}
 In workflow :102; Channel :4774 too many inputs/outputs :{'workflow': 102, 'process': [], 'operation': [660, 661, 662]}
 In workflow :103; Channel :4791 too many inputs/outputs :{'workflow': 103, 'operation': ['input', 'input']}
 In workflow :103; Channel :4781 too many inputs/outputs :{'workflow': 103, 'process': [4780], 'operation': [667, 668, 669]}
 In workflow :103; Channel :4792 too many inputs/outputs :{'workflow': 103, 'process': [], 'operation': [667, 668, 669]}
 In workflow :103; Channel :4785 too many inputs/outputs :{'workflow': 103, 'process': ['input'], 'operation': ['input']}
 In workflow :105; Channel :4823 too many inputs/outputs :{'workflow': 105, 'process': [4822], 'operation': [675, 680]}
 In workflow :105; Channel :4829 too many inputs/outputs :{'workflow': 105, 'process': [4827], 'operation': [676, 680]}
 In workflow :105; Channel :4835 too many inputs/outputs :{'workflow': 105, 'process': [4834], 'operation': [677, 680]}
 In workflow :105; Channel :4828 too many inputs/outputs :{'workflow': 105, 'process': [4827], 'operation': [678, 681]}
 In workflow :105; Channel :4832 too many inputs/outputs :{'workflow': 105, 'process': [4831], 'operation': [679, 681]}
 In workflow :106; Channel :4861 too many inputs/outputs :{'workflow': 106, 'operation': ['input', 'input']}
 In workflow :106; Channel :4843 too many inputs/outputs :{'workflow': 106, 'process': [4842], 'operation': [682, 683, 684]}
 In workflow :106; Channel :4852 too many inputs/outputs :{'workflow': 106, 'process': [4851], 'operation': [682, 683, 684]}
 In workflow :106; Channel :4847 too many inputs/outputs :{'workflow': 106, 'process': ['input'], 'operation': ['input']}
 In workflow :109; Channel :4949 too many inputs/outputs :{'workflow': 109, 'process': [4947, 4950, 4993], 'operation': []}
 In workflow :109; Channel :4960 too many inputs/outputs :{'workflow': 109, 'process': [4957, 4979], 'operation': [686]}
 In workflow :109; Channel :4951 too many inputs/outputs :{'workflow': 109, 'process': [4950], 'operation': [688, 689]}
 In workflow :109; Channel :4958 too many inputs/outputs :{'workflow': 109, 'process': [4957], 'operation': [688, 690]}
 In workflow :109; Channel :4954 too many inputs/outputs :{'workflow': 109, 'process': [4953], 'operation': [691, 692]}
 In workflow :109; Channel :4962 too many inputs/outputs :{'workflow': 109, 'process': [4961], 'operation': [691, 693]}
 In workflow :109; Channel :4956 too many inputs/outputs :{'workflow': 109, 'process': [4953, 4971], 'operation': [694]}
 In workflow :109; Channel :5013 too many inputs/outputs :{'workflow': 109, 'operation': ['output', 'output']}
 In workflow :109; Channel :4972 too many inputs/outputs :{'workflow': 109, 'process': [4971], 'operation': [697, 698]}
 In workflow :109; Channel :4980 too many inputs/outputs :{'workflow': 109, 'process': [4979], 'operation': [697, 698]}
 In workflow :109; Channel :4990 too many inputs/outputs :{'workflow': 109, 'process': [4989], 'operation': [697, 698]}
 In workflow :109; Channel :4982 too many inputs/outputs :{'workflow': 109, 'process': [4979], 'operation': [700, 701]}
 In workflow :109; Channel :4994 too many inputs/outputs :{'workflow': 109, 'process': [4993], 'operation': [700, 701]}
 In workflow :109; Channel :4976 too many inputs/outputs :{'workflow': 109, 'process': [4975], 'operation': [700, 701]}
 In workflow :109; Channel :4948 too many inputs/outputs :{'workflow': 109, 'process': [4947], 'operation': [699, 702]}
 In workflow :143; Channel :6366 too many inputs/outputs :{'workflow': 143, 'process': [6365, 6368, 6370, 6394, 6402, 6412, 6415, 6421, 6426, 6429], 'operation': []}
 In workflow :117; Channel :5242 too many inputs/outputs :{'workflow': 117, 'process': ['input', 'input']}
 In workflow :117; Channel :5261 too many inputs/outputs :{'workflow': 117, 'process': ['input', 'input']}
 In workflow :117; Channel :5273 too many inputs/outputs :{'workflow': 117, 'operation': ['input', 'input']}
 In workflow :119; Channel :5318 too many inputs/outputs :{'workflow': 119, 'process': [5316, 5319], 'operation': [716]}
 In workflow :127; Channel :5583 too many inputs/outputs :{'workflow': 127, 'operation': ['input', 'input']}
 In workflow :127; Channel :5573 too many inputs/outputs :{'workflow': 127, 'process': [5572], 'operation': [731, 732, 733]}
 In workflow :127; Channel :5584 too many inputs/outputs :{'workflow': 127, 'process': [], 'operation': [731, 732, 733]}
 In workflow :127; Channel :5577 too many inputs/outputs :{'workflow': 127, 'process': ['input'], 'operation': ['input']}
 In workflow :143; Channel :6373 too many inputs/outputs :{'workflow': 143, 'process': [6372, 6402, 6412, 6429], 'operation': []}
 In workflow :143; Channel :6376 too many inputs/outputs :{'workflow': 143, 'process': ['input', 'input']}
 In workflow :143; Channel :6379 too many inputs/outputs :{'workflow': 143, 'process': ['input', 'input']}
 In workflow :143; Channel :6401 too many inputs/outputs :{'workflow': 143, 'process': [6400, 6407, 6428], 'operation': []}
 In workflow :145; Channel :6503 too many inputs/outputs :{'workflow': 145, 'operation': ['input', 'input']}
 In workflow :145; Channel :6495 too many inputs/outputs :{'workflow': 145, 'process': [6494], 'operation': [802, 803, 804]}
 In workflow :145; Channel :6504 too many inputs/outputs :{'workflow': 145, 'process': [], 'operation': [802, 803, 804]}
 In workflow :145; Channel :6499 too many inputs/outputs :{'workflow': 145, 'process': ['input'], 'operation': ['input']}
 In workflow :147; Channel :6534 too many inputs/outputs :{'workflow': 147, 'operation': ['input', 'input']}
 In workflow :147; Channel :6524 too many inputs/outputs :{'workflow': 147, 'process': [6523], 'operation': [811, 812, 813]}
 In workflow :147; Channel :6535 too many inputs/outputs :{'workflow': 147, 'process': [], 'operation': [811, 812, 813]}
 In workflow :147; Channel :6528 too many inputs/outputs :{'workflow': 147, 'process': ['input'], 'operation': ['input']}
 In workflow :148; Channel :6546 too many inputs/outputs :{'workflow': 148, 'process': [6545], 'operation': [817, 818]}
 In workflow :148; Channel :6549 too many inputs/outputs :{'workflow': 148, 'process': [6548], 'operation': [817, 818]}
 In workflow :148; Channel :6577 too many inputs/outputs :{'workflow': 148, 'process': [6576], 'operation': [817, 818]}
 In workflow :148; Channel :6573 too many inputs/outputs :{'workflow': 148, 'process': [6572], 'operation': [817, 818]}
 In workflow :148; Channel :6540 too many inputs/outputs :{'workflow': 148, 'process': [6537, 6548], 'operation': [821]}
 In workflow :148; Channel :6544 too many inputs/outputs :{'workflow': 148, 'process': [6541, 6562], 'operation': [822]}
 In workflow :148; Channel :6565 too many inputs/outputs :{'workflow': 148, 'process': [6562, 6570], 'operation': [824]}
 In workflow :148; Channel :6557 too many inputs/outputs :{'workflow': 148, 'process': [6553, 6570], 'operation': [823]}
 In workflow :148; Channel :6591 too many inputs/outputs :{'workflow': 148, 'process': [], 'operation': [823, 824, 825]}
 In workflow :148; Channel :6552 too many inputs/outputs :{'workflow': 148, 'process': [6548, 6570], 'operation': [825]}
 In workflow :151; Channel :6715 too many inputs/outputs :{'workflow': 151, 'process': ['input', 'input']}
 In workflow :156; Channel :6895 too many inputs/outputs :{'workflow': 156, 'operation': ['input', 'input']}
 In workflow :159; Channel :7014 too many inputs/outputs :{'workflow': 159, 'process': [7013, 7018, 7021, 7026], 'operation': []}
 In workflow :163; Channel :7076 too many inputs/outputs :{'workflow': 163, 'process': [7075, 7081, 7086], 'operation': []}
 In workflow :163; Channel :7085 too many inputs/outputs :{'workflow': 163, 'process': [7083, 7086, 7087], 'operation': []}
 In workflow :163; Channel :7084 too many inputs/outputs :{'workflow': 163, 'process': [7083, 7086], 'operation': [833, 834, 835, 836]}
 In workflow :163; Channel :7082 too many inputs/outputs :{'workflow': 163, 'process': [7081, 7083], 'operation': [837]}
 In workflow :171; Channel :7544 too many inputs/outputs :{'workflow': 171, 'process': [7542, 7546, 7552, 7553, 7554, 7555, 7556], 'operation': []}
 In workflow :171; Channel :7545 too many inputs/outputs :{'workflow': 171, 'process': [7542, 7546, 7552, 7553, 7554, 7555, 7556], 'operation': []}
 In workflow :171; Channel :7547 too many inputs/outputs :{'workflow': 171, 'process': [7546, 7552, 7553, 7554, 7555, 7556, 7557], 'operation': []}
 In workflow :171; Channel :7548 too many inputs/outputs :{'workflow': 171, 'process': [7546, 7552, 7553, 7554, 7555, 7556], 'operation': []}
 In workflow :171; Channel :7549 too many inputs/outputs :{'workflow': 171, 'process': [7546, 7552, 7553, 7554, 7555, 7556], 'operation': []}
 In workflow :171; Channel :7550 too many inputs/outputs :{'workflow': 171, 'process': [7546, 7552, 7553, 7554, 7555, 7556, 7559], 'operation': []}
 In workflow :171; Channel :7551 too many inputs/outputs :{'workflow': 171, 'process': [7546, 7552, 7553, 7554, 7555, 7556], 'operation': []}
 In workflow :178; Channel :7803 too many inputs/outputs :{'workflow': 178, 'process': [7801, 7806, 7809], 'operation': [845]}
 In workflow :178; Channel :7804 too many inputs/outputs :{'workflow': 178, 'process': [7801, 7806, 7809], 'operation': [847]}
 In workflow :178; Channel :7815 too many inputs/outputs :{'workflow': 178, 'process': [], 'operation': [849, 850, 851]}
 In workflow :178; Channel :7810 too many inputs/outputs :{'workflow': 178, 'process': [7809], 'operation': [850, 851]}
 In workflow :181; Channel :7947 too many inputs/outputs :{'workflow': 181, 'process': [7946, 7950, 7953, 7956, 7959, 7962, 7965, 7970, 7975, 7978, 7981], 'operation': []}
 In workflow :181; Channel :7966 too many inputs/outputs :{'workflow': 181, 'process': [7965, 7970, 7978, 7981, 7984, 7987, 7989], 'operation': []}
 In workflow :181; Channel :7967 too many inputs/outputs :{'workflow': 181, 'process': [7965, 7970, 7978, 7981, 7984, 7987, 7989], 'operation': []}
 In workflow :181; Channel :7985 too many inputs/outputs :{'workflow': 181, 'process': [7984, 7987, 7989], 'operation': []}
 In workflow :181; Channel :7999 too many inputs/outputs :{'workflow': 181, 'operation': ['input', 'input']}
 In workflow :181; Channel :7862 too many inputs/outputs :{'workflow': 181, 'process': [7861], 'operation': [853, 854]}
 In workflow :181; Channel :8003 too many inputs/outputs :{'workflow': 181, 'process': [], 'operation': [858, 864, 865]}
 In workflow :181; Channel :8002 too many inputs/outputs :{'workflow': 181, 'process': [], 'operation': [857, 864, 867]}
 In workflow :187; Channel :8273 too many inputs/outputs :{'workflow': 187, 'process': ['input', 'input']}
 In workflow :201; Channel :8918 too many inputs/outputs :{'workflow': 201, 'operation': ['input', 'input']}
 In workflow :201; Channel :8900 too many inputs/outputs :{'workflow': 201, 'process': [8899], 'operation': [878, 879, 880]}
 In workflow :202; Channel :8968 too many inputs/outputs :{'workflow': 202, 'process': [8965, 8969], 'operation': [892]}
 In workflow :202; Channel :8932 too many inputs/outputs :{'workflow': 202, 'process': [8930, 8935], 'operation': [893]}
 In workflow :202; Channel :8933 too many inputs/outputs :{'workflow': 202, 'process': [8930, 8939], 'operation': [893]}
 In workflow :202; Channel :8934 too many inputs/outputs :{'workflow': 202, 'process': [8930, 8982], 'operation': [893]}
 In workflow :202; Channel :8987 too many inputs/outputs :{'workflow': 202, 'process': ['input'], 'operation': ['input']}
 In workflow :202; Channel :8922 too many inputs/outputs :{'workflow': 202, 'process': [8921], 'operation': [885, 886, 896]}
 In workflow :202; Channel :8923 too many inputs/outputs :{'workflow': 202, 'process': [8921], 'operation': [896, 897]}
 In workflow :202; Channel :8924 too many inputs/outputs :{'workflow': 202, 'process': [8921], 'operation': [896, 898]}
 In workflow :203; Channel :9007 too many inputs/outputs :{'workflow': 203, 'process': [9006, 9008, 9010], 'operation': []}
 In workflow :203; Channel :9011 too many inputs/outputs :{'workflow': 203, 'process': [9010, 9013, 9017, 9018], 'operation': []}
 In workflow :203; Channel :9014 too many inputs/outputs :{'workflow': 203, 'process': [9013, 9017, 9018], 'operation': []}
 In workflow :203; Channel :9016 too many inputs/outputs :{'workflow': 203, 'process': [9013, 9017, 9018], 'operation': [899]}
 In workflow :206; Channel :9065 too many inputs/outputs :{'workflow': 206, 'process': [9063, 9066], 'operation': [905]}
 In workflow :207; Channel :9165 too many inputs/outputs :{'workflow': 207, 'process': [9163, 9169, 9237], 'operation': []}
 In workflow :207; Channel :9166 too many inputs/outputs :{'workflow': 207, 'process': [9163, 9167, 9239], 'operation': []}
 In workflow :207; Channel :9246 too many inputs/outputs :{'workflow': 207, 'operation': ['input', 'input']}
 In workflow :207; Channel :9122 too many inputs/outputs :{'workflow': 207, 'process': [9121], 'operation': [919, 920]}
 In workflow :207; Channel :9117 too many inputs/outputs :{'workflow': 207, 'process': [9116], 'operation': [921, 922]}
 In workflow :214; Channel :9552 too many inputs/outputs :{'workflow': 214, 'process': [9551, 9553, 9555], 'operation': []}
 In workflow :217; Channel :9731 too many inputs/outputs :{'workflow': 217, 'process': [9729, 9735, 9738], 'operation': []}
